"subject_number" "activity" "gravity_accel_mean_x" "gravity_accel_mean_y" "gravity_accel_mean_z" "gravity_accel_stdev_x" "gravity_accel_stdev_y" "gravity_accel_stdev_z" "body_gyro_mean_x" "body_gyro_mean_y" "body_gyro_mean_z" "body_gyro_stdev_x" "body_gyro_stdev_y" "body_gyro_stdev_z"
9 "standing" 0.961323502222222 -0.010383816474 0.00914769235555555 -0.989103160444444 -0.972573867555556 -0.932245295111111 -0.029183136346 -0.060810158296 0.0992409332222222 -0.921990612 -0.946046640444444 -0.939889737333333
9 "walking" 0.951867079615385 -0.0314341738730769 -0.115856121080385 -0.980971973653846 -0.971242423076923 -0.955523995576923 -0.0808360598653846 -0.0625598710615385 0.111629779896154 -0.476163506730769 -0.467054167884615 -0.265683521346154
9 "walking_downstairs" 0.938417773333333 -0.0352304645104762 -0.082276174942619 -0.952141220714286 -0.936306558809524 -0.876641297380952 -0.0916383011071429 -0.0712598843142857 0.116804400690476 -0.396429197952381 -0.340765233142857 -0.279685150191905
9 "walking_upstairs" 0.902647777755102 -0.0377947824285714 -0.266009866857143 -0.954383557142857 -0.901317321632653 -0.89407107877551 -0.16396719 -0.0412587909579592 0.14569462592449 -0.343976630734694 -0.400859067959184 -0.138176481058776
10 "laying" -0.453069737586207 -0.139297681034483 -0.031121624137931 -0.954531941896552 -0.966701156034483 -0.963045642431035 -0.019555937162069 -0.0770325657265517 0.104720478344828 -0.961713199827586 -0.953660207586207 -0.971940597413793
10 "sitting" 0.791887198148148 -0.041260775 0.20253457287037 -0.973128354074074 -0.935690006481481 -0.966898520555556 -0.0432432176851852 -0.0679993598888889 0.0745958869444444 -0.988873097222222 -0.984373304814815 -0.960445962037037
10 "standing" 0.954008785454545 -0.0431597830454545 0.0346980210431818 -0.991259485 -0.975410724090909 -0.959579657727273 -0.0281854325604545 -0.0876820486363636 0.103251560681818 -0.929895057954545 -0.958861164090909 -0.953681099545455
10 "walking" 0.963092149811321 -0.0838277013962264 0.0549276242264151 -0.974435158113208 -0.971114719811321 -0.957862728301887 0.0106894976215094 -0.0819540783760943 0.0986695731160377 -0.414205475283019 -0.250853318679245 -0.174524868603774
10 "walking_downstairs" 0.939807421052632 -0.0646160768947368 0.0418715409263158 -0.939267613157895 -0.937003823684211 -0.902085224736842 -0.124839594289474 -0.106742538831579 0.0724433685578947 -0.304745377026316 -0.311407525263158 -0.0353021837
10 "walking_upstairs" 0.931861027446809 -0.0565670278723404 0.0227527702016383 -0.959216072340425 -0.937039417446809 -0.864745838297872 0.0733447168425532 -0.0954600216446809 0.0879664182957447 -0.308534708121277 0.0411724668680851 -0.320509332297872
11 "laying" -0.134832031403509 0.943017941403509 0.112620189964912 -0.97956560245614 -0.990765579649123 -0.984192606315789 -0.0191743840136842 -0.041559989822807 0.152019015929825 -0.980836884561403 -0.982442644035088 -0.959897432807018
11 "sitting" 0.871963798301887 0.213716305739623 0.188531695981132 -0.988069341132075 -0.949792572075472 -0.971661610754717 -0.0399984915849057 -0.0755284478679245 0.0761739419056604 -0.988164911509434 -0.982249040188679 -0.95284431245283
11 "standing" 0.956464535957447 -0.173082704680851 0.127198423404255 -0.994529398085106 -0.981047828723404 -0.989433253617021 -0.0293141521489362 -0.0765465041914894 0.0810588216170213 -0.980242494680851 -0.994210471914894 -0.980636664893617
11 "walking" 0.946468451355932 -0.212045870169492 0.134053215101695 -0.98110101440678 -0.966240553559322 -0.960852684067797 -0.0426928995457627 -0.0705104974254237 0.0843744495507542 -0.596346930847458 -0.499625287288136 -0.434178202542373
11 "walking_downstairs" 0.941746406521739 -0.200321942608696 0.132371684891304 -0.954497498695652 -0.926310469565217 -0.925814906086956 -0.12506869905 -0.0262775345369565 0.057524457376087 -0.374069023580435 -0.495911719565217 -0.318959594782609
11 "walking_upstairs" 0.892626155555556 -0.343576924814815 0.146633747092593 -0.953463105740741 -0.924360832962963 -0.906933171111111 -0.0820909701727778 -0.0566928808703704 0.0638054379968518 -0.501331630185185 -0.28204453962963 -0.694658851666667
12 "laying" -0.3785920653 0.8033788345 0.2750431984 -0.936458309333333 -0.974396492666667 -0.9596439555 -0.0146546807316667 -0.0835537350333333 0.14519184795 -0.966090742 -0.953873893833333 -0.950157442166667
12 "sitting" 0.926228975490196 0.0830509010823529 0.0885640696078431 -0.985203642352941 -0.963641979215686 -0.956208629607843 -0.0424159182941176 -0.0751980398235294 0.0728462158235294 -0.974425351960784 -0.960497127647059 -0.951552533137255
12 "standing" 0.957317821803279 -0.21886535557377 -0.0395382767304918 -0.985314210491803 -0.970482614590164 -0.939534099016393 -0.0300030427426229 -0.0700083750360656 0.074256819 -0.883655251803279 -0.941469207540984 -0.950364757540984
12 "walking" 0.9668735148 -0.1559834498 -0.03608428788 -0.97911312 -0.9646191738 -0.9502762272 -0.1045136708758 -0.03442910782 0.0999739123004 -0.5462634706 -0.4494013978 -0.35017028664
12 "walking_downstairs" 0.949861980652174 -0.178702175434783 -0.0561050624630435 -0.959504017391304 -0.94329842826087 -0.935399348043478 -0.112531564434783 -0.0427336692521739 0.0895434978391304 -0.362143061643478 -0.47628774326087 -0.337806681456522
12 "walking_upstairs" 0.938371473269231 -0.259144202692308 -0.0702503820961538 -0.960246289807692 -0.941378352307692 -0.938071183269231 -0.0931234101769231 -0.0411314519307692 0.0898022757730769 -0.526659296134615 -0.522949798269231 -0.349614606153846
13 "laying" -0.156852206467742 0.656400944354839 0.598884988709677 -0.957875244677419 -0.975948136290323 -0.959892863709677 -0.00973609968045161 -0.0966250701451613 0.117819614790323 -0.972143470322581 -0.96270462 -0.967350513709677
13 "sitting" 0.92557651244898 0.101769752489796 0.0757773858163265 -0.981379112653061 -0.951353064693878 -0.930979556938776 -0.0355124856836735 -0.0902687401836735 0.0823432026610204 -0.985844263265306 -0.979668456122449 -0.966896414285714
13 "standing" 0.942695296842105 -0.239943146315789 -0.0524856614035088 -0.992232401754386 -0.974681225789474 -0.976827157368421 -0.0295492164431579 -0.0753205243684211 0.085471246877193 -0.955577395789474 -0.971721755964912 -0.973436596140351
13 "walking" 0.910855709298246 -0.283658580877193 -0.131299718666667 -0.97254492245614 -0.960899845614035 -0.948637587719298 -0.0174207634701754 -0.0798472502663158 0.0784205641252632 -0.376059914210526 -0.290023550315789 -0.363369948070175
13 "walking_downstairs" 0.941875619787234 -0.211555112553191 -0.0950820341687234 -0.952643084042553 -0.92854437106383 -0.893962984042553 -0.122672201757447 -0.0237205719148936 0.111284239655957 -0.417014161553191 -0.198848161170213 -0.322774082765957
13 "walking_upstairs" 0.847634313454545 -0.357404501636364 -0.207507170584727 -0.946441502363636 -0.922054968727273 -0.910271096181818 -0.13829376226 0.00381966911090909 0.116679563256364 -0.541066687090909 -0.403572169636364 -0.211805111745455
14 "laying" -0.145483631627451 0.48539692745098 0.83656291 -0.862136937254902 -0.94877486372549 -0.90130385627451 0.00505221181607843 -0.153423807745098 0.149124058235294 -0.957221015098039 -0.932499780588235 -0.952296965294118
14 "sitting" 0.939038759814815 -0.0364533962277778 -0.0945970534814815 -0.976280399444444 -0.95032266362963 -0.938415738148148 -0.0440403326851852 -0.0713478280925926 0.0928523607037037 -0.980829981481481 -0.962048191666667 -0.952904383518518
14 "standing" 0.875319569 -0.226692231166667 -0.338174888666667 -0.972005366333333 -0.965781048333333 -0.940757718 -0.0220886526891667 -0.05581088271 0.07904758875 -0.9610917615 -0.9462806205 -0.946589134666667
14 "walking" 0.802973961525424 -0.270314822881356 -0.422495268474576 -0.974816884237288 -0.954455935762712 -0.947516969830508 -0.00347655062271186 -0.0829682847966102 0.0513222717627119 -0.60038822220339 -0.0148392604279661 -0.12609080020339
14 "walking_downstairs" 0.81629643 -0.264254674666667 -0.392555882222222 -0.919098794 -0.920725940666667 -0.879565316666667 -0.0147079653333333 -0.0945288409066667 0.0353344537555556 -0.354551638377778 0.0569902222622222 0.356198597177778
14 "walking_upstairs" 0.688256122222222 -0.322680364814815 -0.49508872037037 -0.928523640925926 -0.907231431296296 -0.875450819074074 0.0813841685037037 -0.123499570044444 -0.0441381886666667 -0.454283337592593 0.476518714444444 0.564875818162963
15 "laying" -0.1719930545 0.899242553055556 -0.0369192905555556 -0.961509742916667 -0.986036192361111 -0.950710357083333 -0.0168300887791667 -0.0619700871944444 0.113451899791667 -0.957167680694444 -0.961142911805556 -0.956537051666667
15 "sitting" 0.89036426220339 0.210849305016949 0.00281565980440678 -0.982620883728814 -0.943561411694915 -0.952973658983051 -0.0377111130338983 -0.0803428762830509 0.0951978083898305 -0.988204115254237 -0.975321519491525 -0.963765802881356
15 "standing" 0.965528899622642 -0.164713175490566 0.0645975994528302 -0.988432084716981 -0.965687978301887 -0.958810153207547 -0.0262433562254717 -0.0659637517169811 0.0761946738773585 -0.947790802075472 -0.971332584339623 -0.968167046415094
15 "walking" 0.951524391481481 -0.233918282592593 0.0757356734814815 -0.978397287962963 -0.971056501481481 -0.95805876537037 -0.0554883847662963 -0.06124278833 0.0842484921022222 -0.329624620185185 -0.420865007777778 -0.48653265537037
15 "walking_downstairs" 0.932302200476191 -0.167462317142857 0.0788822410992857 -0.942806478333333 -0.925685893571429 -0.93400831 -0.136618653071429 -0.0346755727619048 0.0711758197607143 -0.318692525928571 -0.37320816 -0.250648085714286
15 "walking_upstairs" 0.918544812291667 -0.3149610125 0.0811803405 -0.952562395625 -0.927648821458333 -0.92161847875 0.0903340029875 -0.154721289270833 0.0911681484547917 -0.415251317916667 -0.3302332351 -0.477365945208333
16 "laying" -0.206783742242857 -0.0199270225714286 0.893884468571429 -0.963761977857143 -0.966087103857143 -0.967886002 -0.0161545406857143 -0.113675060885714 0.0966210349428571 -0.977010769857143 -0.970747514 -0.984781484857143
16 "sitting" 0.942457377971014 -0.086588253942029 0.0892682200463768 -0.980158243333333 -0.968023206956522 -0.945813561478261 -0.0412014042275362 -0.0574525433043478 0.0795736310463768 -0.981037373333333 -0.958336595507246 -0.960287831304348
16 "standing" 0.941587749358974 -0.0578867045 -0.166737468166667 -0.985359689871795 -0.980552435769231 -0.959562830769231 -0.0299337294166667 -0.068667733 0.0867342708846154 -0.973400107564103 -0.980110277307692 -0.982357006410256
16 "walking" 0.925981326078431 -0.0668246472745098 -0.217351194313725 -0.982469595490196 -0.973784841960784 -0.961387254313726 -0.0151721912792157 -0.0695955689607843 0.0818650735686274 -0.654171847058823 -0.612593634117647 -0.365489530588235
16 "walking_downstairs" 0.917818427021277 -0.0584832676382979 -0.225382496382979 -0.957785118085106 -0.955487793617021 -0.910588943191489 -0.0225373369978723 -0.068264792706383 0.0835380057 -0.45418847106383 -0.528329304680851 -0.444636334893617
16 "walking_upstairs" 0.826874282745098 -0.0805926025490196 -0.379059698039216 -0.948413552745098 -0.933657461176471 -0.907649558823529 0.0718408878078431 -0.0486136789705882 -0.00779288021764706 -0.508087166666667 -0.58638289372549 -0.365025170078431
17 "laying" -0.19913309 0.658792072253521 0.722657502112676 -0.961063222394366 -0.961466681267606 -0.957164565211268 -0.0234756467113239 -0.0944580192535211 0.111440490309859 -0.975893061830986 -0.971484336197183 -0.976200771267606
17 "sitting" 0.94488374765625 -0.002814673171875 -0.135803881679687 -0.99019661703125 -0.9667201059375 -0.9566106440625 -0.042549159015625 -0.0669245931234375 0.0860053803375 -0.98963832578125 -0.98612868078125 -0.9797052259375
17 "standing" 0.904678547435897 -0.257486817948718 -0.202687757012821 -0.985751365769231 -0.975810476025641 -0.969171762179487 -0.0269576937130769 -0.0770632126371795 0.0880561869358974 -0.981373082948718 -0.985121164615385 -0.985538363333333
17 "walking" 0.92811236852459 -0.179927382704918 -0.190265949622951 -0.980983351639344 -0.968613202622951 -0.956903248196721 -0.00922265519180328 -0.0839773343770492 0.0757132656704918 -0.47981351295082 -0.454932903934426 -0.386044435409836
17 "walking_downstairs" 0.928817578043478 -0.151077057652174 -0.160962985956522 -0.950026242173913 -0.946576675652174 -0.901097766521739 0.0677728390673913 -0.123517195928261 0.0162878745776087 -0.370436868891304 -0.459281989565217 -0.468462984347826
17 "walking_upstairs" 0.853530565833333 -0.284153753333333 -0.298171464166667 -0.949460372291667 -0.91597346625 -0.930159843541667 -0.0304250571395833 -0.0548455941370417 0.0560931358145833 -0.496562732729167 -0.493044125208333 -0.234402350714583
18 "laying" -0.220600509076923 0.719755403692308 0.605495317692308 -0.982715987538462 -0.994093522615385 -0.990957249538462 -0.02517618068 -0.0837587308153846 0.0937781948153846 -0.992872598 -0.984202872923077 -0.985108386307692
18 "sitting" 0.909816469298246 0.12988647622807 0.161877417894737 -0.994043771403509 -0.984035479473684 -0.978340183157895 -0.0333057034385965 -0.0685796341105263 0.0848140511754386 -0.991956958947368 -0.986753343859649 -0.981525495438596
18 "standing" 0.947573239863014 -0.204206320958904 -0.0485767106575342 -0.994270075205479 -0.981335941917808 -0.976044291369863 -0.0265873248835616 -0.0732260127945206 0.0843190675616438 -0.962254249589041 -0.980417134246575 -0.972820402739726
18 "walking" 0.92386524875 -0.254317085892857 -0.0609313415892857 -0.983010882678571 -0.975311658928571 -0.97248384875 -0.0399399716026786 -0.0613727362975 0.0944718394625 -0.7044397775 -0.496431539642857 -0.511417204821429
18 "walking_downstairs" 0.932277478363636 -0.225809125454545 -0.0493636733454545 -0.960404874545455 -0.932962218181818 -0.921661749636364 -0.0576548655654545 -0.0636214336761818 0.0987471683127273 -0.502473033509091 -0.617230786 -0.483658260727273
18 "walking_upstairs" 0.883330258448276 -0.316619946206897 -0.106112549189655 -0.961738807068966 -0.942056881206897 -0.907839723965517 -0.0470683915017241 -0.0526133819862069 0.0906736478431034 -0.593841504137931 -0.507297003103448 -0.433922212068966
19 "laying" -0.680043155060241 0.725646622771084 0.68762385253012 -0.958959611084337 -0.986993149638554 -0.988819031566265 -0.0312072730559566 -0.0952628014096386 0.10860511373494 -0.981357611445783 -0.963617705662651 -0.973197523855422
19 "sitting" 0.581371509041096 0.360343534657534 0.489126594657534 -0.969355010136986 -0.96996981369863 -0.960394960821918 -0.0214151280054795 -0.0520207886438356 0.0968980718168493 -0.984625306849315 -0.959758309589041 -0.96559497630137
19 "standing" 0.944045837534247 -0.223897807808219 0.130643717849315 -0.992411542465753 -0.971426607808219 -0.958862043972603 -0.025090574020274 -0.0631429827260274 0.0710520180136986 -0.946109711917808 -0.96957632369863 -0.960734258356164
19 "walking" 0.935222559230769 -0.2233381 -0.0898428797307692 -0.9698614625 -0.958651200384615 -0.929187930961539 -0.0274970979894231 -0.0751569333730769 0.0798106981923077 -0.0264357957923077 -0.114406108840577 -0.104202986482692
19 "walking_downstairs" 0.881940855128205 -0.215018042307692 -0.126146868942821 -0.899726139487179 -0.917880864102564 -0.899363131794872 -0.205775427307692 0.0274707556666667 0.163962510807692 0.267657219333333 0.0483147743589744 -0.0314083457948718
19 "walking_upstairs" 0.8294283725 -0.3871007085 -0.2210087627 -0.916495992 -0.9010448505 -0.83693567475 0.0388537087875 -0.134514320575 -0.000233248224999999 -0.4068000325 -0.17263322355 -0.110117174875
20 "laying" -0.472431415573529 0.864882956617647 0.477573305 -0.928674215147059 -0.976018476911765 -0.9765185525 -0.0231760616308824 -0.0954899626029412 0.123680209926471 -0.984477414264706 -0.972941910294118 -0.972409893529412
20 "sitting" 0.924454522424242 0.0733385412878788 0.151679135228788 -0.985829034393939 -0.966983534242424 -0.935854966151515 -0.036405928969697 -0.0650689347121212 0.0642882138333333 -0.976309017121212 -0.960104508636364 -0.945771803484848
20 "standing" 0.911231752465753 -0.305938716712329 0.0708655286023288 -0.981916942054795 -0.957462721369863 -0.942437325616438 -0.0241335049573973 -0.0698308923617808 0.0773671448739726 -0.886749172739726 -0.903913940684931 -0.907343324657534
20 "walking" 0.899965205686274 -0.344443913137255 -0.035130214 -0.970327266470588 -0.962003383529412 -0.953850439607843 -0.0234104225980392 -0.074105054612549 0.0851359929294118 -0.23294061427451 0.0858321519372549 -0.165748467372549
20 "walking_downstairs" 0.91972663 -0.277419718666667 -0.0282591579777778 -0.940458075111111 -0.908577153777778 -0.919693532888889 -0.111367747557778 0.0139023395111111 0.103900480541333 -0.204939567711111 -0.146794177311111 0.159723529622222
